year	month	day	max_wind_gust	xwser	avg_wind_speed	awser	avg_wind_dir	awder	sol_rad	soler	max_air_temp	xater	min_air_temp	nater	avg_air_temp	aater	max_rel_hum	xrher	min_rel_hum	nrher	avg_rel_hum	arher	avg_dewpt_temp	adper	precip	pcer	pot_evapot	pevaper	max_soiltemp_4in	xst4er	min_soiltemp_4in	nst4er	avg_soiltemp_4in	ast4er	max_soiltemp_4in	xst8er	min_soiltemp_8in	nst8er	avg_soiltemp_8in	ast8er	site
			mph		mph		deg		MJ/m*m		degF		degF		degF		%		%		%		degF		in		in		degF		degF		degF		degF		degF		degF		
1989	1	1	14	 	3.7	 	196.8	 	3.72	 	27.5	 	20.2	 	23.5	 	100	 	100	 	100	 	23.5	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	2	17.5	 	6	 	257.9	 	6.49	 	28.9	 	18.9	 	24.1	 	100	 	87.8	 	97.8	 	23.5	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	3	43.3	 	12.2	 	290.3	 	6.61	 	34.8	 	16	 	28.4	 	100	 	77.7	 	93.1	 	26.6	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	4	20.8	 	5.9	 	171.3	 	8.8	 	25.3	 	8.2	 	18.5	 	99.7	 	84.2	 	95	 	17.2	 	----	M	0.04	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	5	18.2	 	5.3	 	144	 	2.64	 	37	 	23.9	 	31.5	 	100	 	85.6	 	97.9	 	30.9	 	----	M	0.01	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	6	12.6	 	4.5	 	58.3	 	0.94	 	33.5	 	32.1	 	32.9	 	100	 	100	 	100	 	32.9	 	----	M	0	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	7	37.1	 	10.8	 	223.9	 	3.85	 	58.9	 	16.8	 	38.5	 	100	 	81.5	 	99.1	 	38.3	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	8	35.4	 	12.8	 	270.1	 	6.22	 	18.9	 	10.5	 	14.9	 	93.6	 	66.2	 	80.1	 	9.7	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	9	27.4	 	8.6	 	194.4	 	10.22	 	30.9	 	4.6	 	19.6	 	99.4	 	65.8	 	86.4	 	16	 	----	M	0.04	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	10	24.7	 	6.6	 	203.2	 	9.05	 	40.8	 	25.9	 	31.6	 	100	 	78.2	 	90	 	28.9	 	----	M	0.05	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	11	26.9	 	8.9	 	151.6	 	4.65	 	42.6	 	27.4	 	36	 	100	 	94.4	 	99.3	 	35.8	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	12	24.8	 	8.7	 	303.7	 	10.05	 	40.5	 	23.1	 	28.4	 	100	 	72.7	 	91.8	 	26.2	 	----	M	0.05	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	13	13.3	 	4	 	205.2	 	11.44	 	35.6	 	16.9	 	26.2	 	100	 	56.3	 	86.6	 	22.3	 	----	M	0.05	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	14	16.6	 	6.1	 	196.2	 	3.31	 	31.1	 	24.7	 	28	 	100	 	92.1	 	98.1	 	27.5	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	15	15.1	 	5.7	 	267.2	 	6.58	 	34.2	 	23.6	 	28.2	 	100	 	93.7	 	98.5	 	27.9	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	16	29.5	 	8.8	 	221.2	 	11.26	 	45	 	20.7	 	34	 	99.6	 	50.1	 	79.1	 	27.5	 	----	M	0.06	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	17	23.7	 	7.7	 	210.9	 	9.4	 	47.6	 	30.4	 	39	 	96.4	 	65.5	 	87.3	 	35.4	 	----	M	0.06	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	18	31.7	 	8.5	 	275.9	 	10.6	 	47	 	28.3	 	37.9	 	100	 	72.9	 	89.8	 	35.1	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	19	27.5	 	9.4	 	257	 	9.78	 	54.2	 	27.9	 	39.6	 	100	 	49.7	 	81.2	 	33.6	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	20	32.5	 	8.9	 	328	 	9.46	 	35.1	 	17.2	 	28.9	 	100	 	63.6	 	82.6	 	24.1	 	----	M	0.05	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	21	26	 	8.6	 	187.9	 	11.65	 	38.6	 	16.1	 	27.9	 	100	 	58.6	 	85.8	 	23.9	 	----	M	0.06	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	22	23.4	 	9.6	 	189.1	 	11.21	 	49.9	 	27.3	 	37	 	90.9	 	52	 	74.6	 	29.1	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	23	15.8	 	5.5	 	170.2	 	4.29	 	45.5	 	29.3	 	38.3	 	97.3	 	75.3	 	87.5	 	34.9	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	24	15.3	 	5.1	 	81.3	 	4.83	 	46.2	 	33.5	 	40.3	 	100	 	91.1	 	97.6	 	39.6	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	25	16.7	 	5.4	 	108.9	 	1.51	 	48.3	 	36.7	 	41.9	 	100	 	99.4	 	99.9	 	41.7	 	----	M	0.01	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	26	22.2	 	8.3	 	292.7	 	10.61	 	39.9	 	26.9	 	33.6	 	100	 	70.8	 	92.9	 	31.6	 	----	M	0.06	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	27	17.4	 	6.7	 	235.9	 	11.58	 	50.4	 	26.4	 	37.4	 	97.2	 	52.4	 	80.9	 	31.6	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	28	18.8	 	5.4	 	208.5	 	4.18	 	45.2	 	29.3	 	37.8	 	100	 	66.3	 	92.3	 	35.6	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	29	25.4	 	7	 	237.8	 	1.53	 	42.5	 	35.5	 	39.9	 	100	 	97.6	 	99.7	 	39.9	 	----	M	0.01	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	30	22.3	 	6.8	 	245.9	 	11.51	 	50.8	 	34	 	40.8	 	100	 	66.9	 	92.9	 	38.7	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	1	31	34.3	 	9.1	 	212.8	 	12.38	 	69.4	 	38.2	 	52.3	 	98.4	 	40.7	 	73.7	 	42.8	 	----	M	0.1	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	1	27.6	 	9.1	 	27.4	 	1.04	 	47.2	 	25.2	 	33.6	 	100	 	83.6	 	97.6	 	33.1	 	----	M	0.01	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	2	17.8	 	6.4	 	16.6	 	0.96	 	28	 	19.2	 	25.2	 	100	 	98.6	 	100	 	25.2	 	----	M	0	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	3	25.4	 	10.4	 	341.2	 	8.19	 	19.2	 	3.3	 	9.1	 	99.3	 	84	 	93.8	 	7.7	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	4	20.3	 	8.4	 	355.8	 	3.79	 	3.3	 	-0.6	 	0.7	 	97.3	 	88.3	 	95.5	 	-0.4	 	----	M	0.01	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	5	18.3	 	6.9	 	305.2	 	5.3	 	1.7	 	-3.6	 	-0.9	 	97.6	 	89.4	 	95	 	-2	 	----	M	0.01	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	6	16.5	 	7	 	257.3	 	8.04	 	9.7	 	-2.6	 	3.9	 	96.6	 	80.2	 	90	 	1.6	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	7	23	 	7.8	 	228.4	 	14.8	 	23.8	 	-0.6	 	12.4	 	98.2	 	67.7	 	87.6	 	9.3	 	----	M	0.05	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	8	28.8	 	11.3	 	285.4	 	14.55	 	18.2	 	1.6	 	9.7	 	94.2	 	65.2	 	81.3	 	5	 	----	M	0.04	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	9	25.8	 	9.2	 	242.1	 	14.85	 	20	 	-6.3	 	7.5	 	96	 	57.8	 	82.3	 	2.8	 	----	M	0.04	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	10	23.1	 	7.1	 	239.4	 	15.2	 	26.2	 	6	 	18	 	97.8	 	69.3	 	87.7	 	14.7	 	----	M	0.06	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	11	18	 	6.8	 	280.3	 	15.43	 	30.4	 	15.1	 	23.7	 	100	 	66.4	 	89.1	 	20.8	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	12	15	 	5	 	186.7	 	14.6	 	32	 	13	 	23.5	 	100	 	59.7	 	89.7	 	20.8	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	13	19.9	 	7.4	 	239.3	 	4.32	 	35.6	 	26.8	 	32.7	 	100	 	92.8	 	99.4	 	32.5	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	14	14.6	 	4.9	 	46	 	11.24	 	33	 	18.4	 	26.8	 	99.2	 	44.5	 	85.4	 	22.6	 	----	M	0.05	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	15	18.9	 	5.7	 	7.7	 	3.23	 	30.8	 	15.6	 	26.8	 	100	 	70	 	95.2	 	25.5	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	16	13.2	 	4.7	 	26.3	 	16.01	 	26.7	 	7.4	 	16.5	 	99.6	 	44.6	 	80.3	 	11.1	 	----	M	0.06	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	17	22	 	6	 	68.9	 	13.21	 	26.3	 	8.5	 	17.8	 	100	 	82.8	 	93.2	 	16.2	 	----	M	0.06	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	18	13.2	 	4.5	 	94	 	8.11	 	26.3	 	13.1	 	19.9	 	100	 	85.1	 	96.1	 	18.9	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	19	7.1	 	2	 	309.6	 	5.93	 	30.4	 	22.3	 	25.9	 	100	 	84.2	 	95.3	 	24.6	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	20	15.6	 	6.1	 	56.6	 	4.17	 	29.2	 	24.2	 	26.8	 	100	 	99.4	 	100	 	26.8	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	21	24.4	 	8	 	307.7	 	14.28	 	29.5	 	16.6	 	23	 	100	 	88.8	 	96	 	21.9	 	----	M	0.06	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	22	29.6	 	9.1	 	316.8	 	15.04	 	17	 	4.4	 	12.6	 	98.1	 	78.8	 	90.6	 	10.4	 	----	M	0.05	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	23	14	 	4	 	343.8	 	18.08	 	17.2	 	-6.9	 	5.2	 	97.4	 	53.2	 	81.2	 	0.3	 	----	M	0.05	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	24	19	 	6	 	183.7	 	11.49	 	25.4	 	-10.6	 	9.9	 	97.4	 	67.5	 	87.2	 	6.6	 	----	M	0.04	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	25	15.9	 	5	 	206	 	12.38	 	38.4	 	16.4	 	29.7	 	99.4	 	66.8	 	89.2	 	26.8	 	----	M	0.06	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	26	34.3	 	11	 	303.8	 	15.7	 	32.9	 	16.1	 	24.3	 	98.9	 	81.2	 	92.8	 	22.5	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	27	13	 	3.7	 	292.9	 	18.13	 	25.2	 	5.6	 	16.2	 	99.6	 	69.6	 	90.1	 	13.6	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	2	28	27.1	 	8.2	 	280.2	 	17.05	 	26.3	 	10.9	 	20.1	 	98.2	 	73.3	 	88.8	 	17.2	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	1	12.1	 	2.9	 	7.2	 	11.82	 	25.1	 	2.4	 	15.6	 	98.9	 	69.2	 	91.8	 	13.5	 	----	M	0.05	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	2	22	 	7.2	 	96	 	5.31	 	26.7	 	19.2	 	22.6	 	98	 	91.1	 	95.4	 	21.6	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	3	26.5	 	9.6	 	147.2	 	4.75	 	45.5	 	26.5	 	38.7	 	100	 	93.3	 	99	 	38.3	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	4	24.9	 	9.6	 	290.5	 	3.2	 	46.1	 	22.2	 	32.5	 	100	 	94.6	 	98.7	 	32.2	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	5	33.9	 	14.6	 	23.5	 	6.74	 	22.8	 	18.2	 	21.4	 	100	 	88.6	 	95	 	20.3	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	6	31.4	 	11.7	 	40.5	 	10.2	 	30.3	 	18.6	 	24.4	 	97.1	 	67	 	85.9	 	20.7	 	----	M	0.05	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	7	16.9	 	5.8	 	71.1	 	19.28	 	30.6	 	14.6	 	22.6	 	100	 	46.7	 	79	 	16.5	 	----	M	0.09	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	8	14	 	3.8	 	146.6	 	17.83	 	36.5	 	16.3	 	26.2	 	100	 	60.8	 	89.4	 	23.4	 	----	M	0.09	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	9	14.3	 	4.5	 	165.1	 	17.5	 	44.5	 	20	 	33.1	 	100	 	64.3	 	91.7	 	30.7	 	----	M	0.1	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	10	20.7	 	7.6	 	167.4	 	17.95	 	56.7	 	33.2	 	43.3	 	100	 	63.4	 	89.4	 	40.3	 	----	M	0.12	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	11	18.9	 	5.6	 	21.5	 	18.02	 	62.3	 	32.7	 	46	 	100	 	73.2	 	92.8	 	43.9	 	----	M	0.13	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	12	25.6	 	8.2	 	97.7	 	4.03	 	39.7	 	33.4	 	36.9	 	100	 	92.9	 	97	 	36.1	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	13	12	 	4	 	42	 	13.3	 	52	 	33.9	 	41.2	 	100	 	82.3	 	95.9	 	39.9	 	----	M	0.08	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	14	32.3	E	10	 	230.9	 	8.39	 	64.6	 	34.7	 	49.6	 	100	 	56	 	91.9	 	47.1	 	----	M	0.06	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	15	40.7	 	11	 	301.9	 	13.56	 	36.2	 	21.2	 	29.7	 	100	 	54.3	 	83.1	 	24.8	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	16	25.7	 	7.5	 	218.9	 	19.83	 	57.3	 	19.3	 	38.1	 	100	 	37.6	 	76.1	 	29.7	 	----	M	0.13	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	17	22.7	 	9	 	78.6	 	3.16	 	43.3	 	24.8	 	33.6	 	100	 	86	 	98.1	 	33.1	 	----	M	0.02	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	18	22.8	 	7.7	 	335.9	 	8.7	 	26.1	 	17	 	22.5	 	100	 	80.4	 	94.9	 	21.2	 	----	M	0.04	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	19	20.3	 	5.9	 	179.8	 	13.77	 	37.2	 	13.8	 	28.4	 	100	 	72.8	 	89	 	25.3	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	20	28.9	 	8.9	 	41.8	 	2.41	 	38.6	 	26.9	 	34.2	 	100	 	79.2	 	97.2	 	33.4	 	----	M	0.01	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	21	19.4	 	5.9	 	9	 	21.98	 	36.6	 	20.6	 	28.2	 	100	 	40.2	 	73.6	 	20.1	 	----	M	0.11	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	22	19.8	 	5.2	 	192.9	 	21.71	 	44.1	 	16	 	31.8	 	100	 	51.6	 	83.2	 	26.6	 	----	M	0.12	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	23	17.9	 	5.9	 	194.1	 	22.05	 	55.3	 	23.8	 	42.1	 	100	 	38.4	 	71.7	 	32.4	 	----	M	0.15	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	24	21.4	 	7.7	 	213.9	 	20.4	 	67.1	 	34.6	 	52.2	 	96.9	 	36.2	 	70.9	 	41.7	 	----	M	0.16	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	25	16.1	 	5.1	 	238.8	 	21.21	 	67.9	 	38.3	 	53.4	 	100	 	45.1	 	77.9	 	45.7	 	----	M	0.16	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	26	31.2	 	9.5	 	210	 	20.12	 	76.3	 	49.8	 	63.1	 	100	 	63.4	 	87.2	 	58.8	 	----	M	0.17	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	27	26.9	 	9.8	 	224	 	11.84	 	73.6	 	57.8	 	64.9	 	100	 	71.5	 	91.4	 	62.2	 	----	M	0.1	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	28	31	 	8.8	 	288.9	 	10.08	 	72.3	 	52.1	 	63	 	100	 	77.8	 	95.9	 	61.7	 	----	M	0.08	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	29	19.5	 	7.4	 	162.2	 	9.96	 	52.4	 	39	 	46.2	 	100	 	90.4	 	97.5	 	45.5	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	30	24.3	 	8.7	 	39.3	 	5.1	 	47.6	 	37.2	 	41.4	 	100	 	91.9	 	97.1	 	40.5	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	3	31	22.7	 	7.9	 	337.7	 	5.74	 	39.3	 	23.8	 	34.7	 	100	 	68.9	 	88.3	 	31.5	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	1	26	 	7.3	 	162.6	 	11.14	 	53.9	 	20.3	 	40.1	 	100	 	67.4	 	87.5	 	36.5	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	2	17.2	 	4.8	 	151.8	 	1.52	 	49.9	 	44.6	 	46	 	100	 	77.8	 	97.5	 	45.3	 	----	M	0.01	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	3	21	 	4.9	 	197.9	 	2.16	 	50.4	 	43.5	 	46	 	100	 	100	 	100	 	46	 	----	M	0.01	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	4	32.5	 	9.7	 	262.6	 	11.95	 	51	 	38.7	 	43.7	 	100	 	77.5	 	95.9	 	42.6	 	----	M	0.08	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	5	22.9	 	6.5	 	295.4	 	12.63	 	49.3	 	30.6	 	40.1	 	100	 	56.1	 	90	 	37.2	 	----	M	0.08	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	6	30.3	 	4.4	 	337.1	 	16.66	 	53.5	 	30.1	 	41.7	 	100	 	51.7	 	86.7	 	37.6	 	----	M	0.11	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	7	20	 	6	 	291.5	 	19.83	 	48.3	 	30.8	 	39.9	 	100	 	39.6	 	74.9	 	31.3	 	----	M	0.12	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	8	33.6	 	10.7	 	329	 	11.8	 	43.3	 	28.7	 	35.1	 	100	 	54.3	 	90.7	 	32.4	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	9	33.5	 	10.5	 	292.4	 	19.98	 	39.1	 	23.1	 	31.3	 	97.4	 	52.2	 	79.6	 	25.3	 	----	M	0.11	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	10	19.7	 	5	 	269.7	 	16.67	 	39.7	 	19.5	 	30.7	 	100	 	53.3	 	81.1	 	25	 	----	M	0.09	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	11	27.9	 	8	 	226.6	 	20.41	 	50.9	 	20.5	 	39	 	100	 	38.5	 	65.9	 	27	 	----	M	0.13	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	12	23.6	 	7.7	 	286.5	 	24.99	 	50.9	 	31.1	 	42.8	 	92.3	 	33.9	 	59.2	 	28.8	 	----	M	0.16	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	13	17	 	5.5	 	179.2	 	26.14	 	55.5	 	22.5	 	42.4	 	100	 	31.5	 	61.2	 	28	 	----	M	0.17	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	14	23.5	 	8.2	 	225.4	 	9.8	 	61.7	 	40.5	 	51.6	 	81.9	 	41.4	 	65.1	 	39.9	 	----	M	0.07	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	15	17.8	 	4.5	 	297.7	 	26.22	 	61.7	 	36	 	48.2	 	96.7	 	21.8	 	57.8	 	31.3	 	----	M	0.19	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	16	32.6	 	9.5	 	178.9	 	15.67	 	74	 	35.3	 	57.6	 	96.3	 	44.6	 	67.6	 	46.4	 	----	M	0.13	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	17	28.1	 	8.5	 	15	 	13.52	 	60.2	 	39.4	 	53.6	 	100	 	66.1	 	87.8	 	49.8	 	----	M	0.1	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	18	15.3	 	3.7	 	30.7	 	5.97	 	50.2	 	33.2	 	42.3	 	100	 	88.2	 	98.4	 	41.9	 	----	M	0.04	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	19	19	 	3.2	 	334.8	 	26.15	 	63.2	 	27.7	 	46.8	 	100	 	35.5	 	71.4	 	35.8	 	----	M	0.19	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	20	25.3	 	7.5	 	190.8	 	19.95	 	68	 	36.6	 	55	 	99.2	 	40.4	 	65.2	 	42.3	 	----	M	0.16	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	21	17.2	 	5.9	 	169.7	 	22.39	 	76.7	 	48.6	 	63	 	87.8	 	38.9	 	60.7	 	48.2	 	----	M	0.19	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	22	14.8	 	3.7	 	92.1	 	4.91	 	63.1	 	42.8	 	55	 	100	 	65.5	 	92.5	 	52.7	 	----	M	0.04	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	23	22.1	 	8.4	 	114.8	 	20.06	 	69	 	47.6	 	58.3	 	100	 	71.6	 	92.5	 	55.9	 	----	M	0.15	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	24	24.6	 	9	 	127.2	 	24.82	 	77.5	 	52.3	 	65.8	 	98	 	70.9	 	84.4	 	61	 	----	M	0.21	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	25	21.1	 	6.2	 	243.4	 	19.53	 	84.5	 	63.1	 	73.8	 	100	 	70.2	 	87.5	 	69.6	 	----	M	0.18	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	26	24.5	E	7.1	 	78	 	22.91	 	81.6	 	57.3	 	67.6	 	100	 	57.7	 	84	 	62.2	 	----	M	0.2	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	27	20.2	 	5.4	 	80.7	 	22.91	 	80.8	 	54.5	 	66.9	 	100	 	68.1	 	92	 	64.2	 	----	M	0.2	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	28	30.7	 	6.9	 	70.9	 	15.81	 	71.8	 	52.3	 	59.5	 	100	 	83.8	 	97.7	 	58.8	 	----	M	0.13	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	29	28.6	 	7	 	288.6	 	19.48	 	64.5	 	40.9	 	53.4	 	100	 	63.7	 	90.9	 	50.7	 	----	M	0.15	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	4	30	19.8	 	5.5	 	325.7	 	26.07	 	61.5	 	37.3	 	50.4	 	100	 	53	 	79.6	 	43.7	 	----	M	0.19	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	5	1	27.4	 	6.7	 	22	 	12.39	 	57.8	 	36.6	 	45.5	 	100	 	61.6	 	90.9	 	42.8	 	----	M	0.09	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	5	2	24.1	 	5.6	 	298.4	 	16.73	 	55.1	 	33.9	 	45.3	 	100	 	53.2	 	83.6	 	40.1	 	----	M	0.11	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	5	3	14.9	 	4.5	 	249.6	 	26.96	 	63.6	 	38.7	 	51.8	 	98	 	36.7	 	72.2	 	41.7	 	----	M	0.2	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	5	4	23.2	 	8.1	 	161.2	 	4.86	 	55	 	49.2	 	52.2	 	100	 	67.3	 	89.9	 	49.1	 	----	M	0.03	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	5	5	33.1	 	10.7	 	287.8	 	24.33	 	57.5	 	38.6	 	50.2	 	100	 	34	 	72.2	 	40.1	 	----	M	0.18	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	5	6	26.7	 	8.7	 	299.2	 	10.89	 	39.4	 	31.8	 	36.3	 	93.2	 	59	 	74.4	 	28.9	 	----	M	0.06	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
1989	5	7	17.4	 	3.6	 	291.9	 	27.58	 	58.2	 	26.5	 	43.2	 	100	 	55.3	 	81.4	 	37.2	 	----	M	0.18	 	----	M	----	M	----	M	----	M	----	M	----	M	wfp
